,순위,항목,집계구번호,값,비율(%),도로명 주소,폴리곤_위치정보
551,25,구의3동_25,11050620020301,50,1.4,서울특별시 광진구 구의강변로3가길 39,"POLYGON ((127.09095362147403 37.53604536122664, 127.090930412487 37.536017535306044, 127.09087471407514 37.536063432279036, 127.09082809118958 37.53610412914995, 127.09077955527262 37.53614649682926, 127.09081254553809 37.53617171660143, 127.09084674868946 37.53619786264158, 127.09082105068838 37.53623383320674, 127.0907047282841 37.5364053978442, 127.09066092650855 37.536469148490795, 127.0906558216843 37.536524645260144, 127.09065456997916 37.536556503822545, 127.09064690968535 37.53662228340415, 127.09064578857834 37.53663294343041, 127.09064053275006 37.53668292427942, 127.09063414328129 37.53674253850813, 127.0906264431751 37.53677543019985, 127.09064582083849 37.5367918587772, 127.09066649123145 37.536809313964426, 127.09069749409804 37.53683909492516, 127.09072074651422 37.536859629058924, 127.09071750266656 37.53687202045684, 127.09071087323721 37.5369101103875, 127.09070352056727 37.53694549732851, 127.09069578895644 37.5369827010076, 127.09070464188109 37.536987609813664, 127.09078577112483 37.53703912219011, 127.09081610889552 37.537059734048995, 127.09091679582158 37.53712813968804, 127.09104158877497 37.537208837611225, 127.09112582928336 37.53725904816068, 127.09114199178981 37.53724473739975, 127.09116943387117 37.53722044355228, 127.09118129785423 37.537209570123025, 127.09131914117063 37.53708323471034, 127.09152961265971 37.5369043354653, 127.09155084421056 37.536880794303244, 127.09161657780938 37.53681068349518, 127.09176959906036 37.536647468795906, 127.09178157695196 37.536634565841034, 127.09178619619254 37.536625643077166, 127.09178979649641 37.53661032257611, 127.09178615497807 37.53660122701583, 127.0917741455946 37.536588352028865, 127.09175850456977 37.53657494707611, 127.09174213989044 37.53656410669226, 127.09148856472895 37.536396125744936, 127.091483013997 37.53639009450608, 127.09147791346768 37.53638163655963, 127.09147890069754 37.536365410190825, 127.09147949226298 37.53636424225391, 127.09145317217305 37.5363483108146, 127.09120391827146 37.536197430285725, 127.09097363494577 37.536062446315576, 127.09096010318453 37.536053131727584, 127.09095362147403 37.53604536122664))"
552,26,구의3동_26,11050620010010,39,1.1,서울특별시 광진구 광나루로56길 29,"POLYGON ((127.09351202188931 37.53722821942839, 127.09357875460626 37.53715747641149, 127.09365356854066 37.53727747710135, 127.093798826897 37.53713558977263, 127.09413007421219 37.53734952332227, 127.0943274648557 37.53748534624903, 127.09423961137281 37.53757400457264, 127.09429098707542 37.537649734456856, 127.0943262451448 37.5376962880008, 127.09437076047583 37.53775488028175, 127.094395240087 37.53778709944677, 127.09449530012375 37.53774548412319, 127.0946786554852 37.53766593534835, 127.09471892744828 37.53766012823592, 127.09472035698947 37.53766014125667, 127.09479975563072 37.53757527173247, 127.09488162009129 37.53748776600404, 127.09486147434365 37.53747438389972, 127.09491465234301 37.53741080356437, 127.09492864721925 37.53741833462197, 127.09517077567035 37.53713629354373, 127.09536453633021 37.53723570016455, 127.09543633481084 37.53717921305678, 127.09557081841794 37.5370886828204, 127.0957269930076 37.53698354899583, 127.09599547051775 37.537213935694204, 127.09616796975783 37.53706837458281, 127.09624006939197 37.53700753627416, 127.09619760946423 37.536965990074734, 127.09647225177072 37.536766361110686, 127.09650321713967 37.53674555004698, 127.09653316052554 37.5367072798746, 127.09670944245973 37.53655775227415, 127.09648821195304 37.536360441618804, 127.09640285239102 37.53628992804068, 127.0968434690648 37.53597195399656, 127.09748792856662 37.53550686720632, 127.09755889264318 37.53556629115039, 127.09800214390233 37.53593745846087, 127.09813998903144 37.53605288557447, 127.09845739242138 37.536318665400614, 127.09845767758256 37.53631846175118, 127.09854173474463 37.53638884684187, 127.0986857712632 37.53651515209931, 127.09868548948907 37.53651535215049, 127.09901774167407 37.53680669647723, 127.09901801664091 37.536806493685845, 127.09905991861605 37.5368432354999, 127.09921658057131 37.53698060743462, 127.09921631006596 37.5369808156399, 127.09935858573915 37.537105571868956, 127.09958138601765 37.53730093647256, 127.0999356178369 37.53761154616376, 127.10006187061788 37.53772225191208, 127.10019155101224 37.53783595984676, 127.10019240953756 37.53783671266781, 127.10019267772587 37.53783650988516, 127.100226602097 37.537810892837264, 127.10027499230972 37.53777424530211, 127.10047085478054 37.53762598621875, 127.10196746200165 37.53649340712164, 127.10202390214026 37.536450485503714, 127.10202750255363 37.536447748500485, 127.10203059603752 37.53644539647104, 127.10203004156303 37.536444945719566, 127.10165475120051 37.53614793935875, 127.101568567682 37.536079733302515, 127.1015481484121 37.53606357339149, 127.1014683131506 37.53600039117234, 127.10128794212898 37.535857641275385, 127.10116254978098 37.53575840316064, 127.1010954359589 37.535705288543056, 127.10098459872354 37.53561756910952, 127.10077670065418 37.53545303159472, 127.10069326330968 37.53538699741323, 127.1004980669039 37.53523251008639, 127.10023122203226 37.535021318997075, 127.09994514922322 37.53479490676905, 127.0992920749055 37.53427802303329, 127.09924369811314 37.53423973421448, 127.09920330680158 37.53420776577974, 127.09695519959614 37.53242540272552, 127.09659136278457 37.53213700827609, 127.09580139156459 37.533372755608795, 127.09572708169269 37.533488442623614, 127.09571280684919 37.53351066808351, 127.09569911645578 37.53353197793688, 127.09568753995175 37.533549997841746, 127.09550264061114 37.53383784895812, 127.09543510003147 37.53378035267954, 127.09533691079785 37.533696767948285, 127.09497414889144 37.53421380922267, 127.09490419498213 37.5343135134196, 127.09423098447466 37.53533645434554, 127.09405828447439 37.53555500916548, 127.09405568483773 37.535558297377584, 127.09396861297927 37.535668496996436, 127.09386370139838 37.535830019641466, 127.09385784642625 37.53584186765016, 127.09359032722725 37.53638328822401, 127.09346991535807 37.53653240230154, 127.09337292319789 37.5366525119421, 127.09331140778384 37.53672865119211, 127.09322499740684 37.53683560040841, 127.09311796558129 37.53696739106993, 127.09308439321738 37.53706741866403, 127.09307220060597 37.53709966498379, 127.09302349794925 37.5372284323844, 127.09301167975009 37.537259674084325, 127.09280514662014 37.537391279238726, 127.09254868029518 37.53753963646664, 127.09251115051862 37.537559234907015, 127.09246665669245 37.53758246070737, 127.09236211391756 37.537744378055635, 127.09233615311453 37.53778458169739, 127.09232943240646 37.53779196222306, 127.0923212131169 37.53780098614829, 127.09224480841624 37.53788487015538, 127.09219634985533 37.53793874265018, 127.09213249335028 37.53800973456517, 127.09207114606988 37.53807534680192, 127.09209742578834 37.538090715542715, 127.09212952546244 37.53810948628267, 127.09228188541566 37.5382002344225, 127.09250313285844 37.53833202357898, 127.0926198028247 37.53840055322687, 127.09267035871612 37.53843056244653, 127.09271453912437 37.53838054994123, 127.09288759424349 37.53819333495096, 127.09289032007081 37.538190387018105, 127.09297087243861 37.538103242267546, 127.09317153052133 37.537894101913054, 127.09323586484363 37.53782892839767, 127.093246841383 37.53781780833499, 127.09333645098272 37.537727028746765, 127.09341478569293 37.53764766195218, 127.09332580429582 37.53750629351495, 127.09329552352152 37.53745773507171, 127.09351202188931 37.53722821942839))"
553,27,구의3동_27,11050620010604,36,1.0,서울특별시 광진구 광나루로56길 29,"POLYGON ((127.09930713821619 37.538506827908385, 127.09937178438042 37.538457787289516, 127.0996430400889 37.53825250964553, 127.10000795187338 37.53797635149502, 127.10004380605204 37.53794929347139, 127.1000999725884 37.53790672880731, 127.10010879915734 37.53789996428216, 127.10017397328467 37.537850634768105, 127.10019240951286 37.53783671266223, 127.10019155101469 37.537835959828165, 127.10006187060738 37.53772225190804, 127.09993561782242 37.537611546152924, 127.09958138599377 37.5373009364513, 127.09852690749538 37.538051779679066, 127.09855969903792 37.538080507378616, 127.09915893054439 37.538605449642596, 127.09916828245845 37.53861307079571, 127.09930713821619 37.538506827908385))"
554,28,구의3동_28,11050620010605,34,1.0,서울특별시 광진구 광나루로56길 29,"POLYGON ((127.09753266583714 37.537228840885206, 127.09736691050276 37.537091042715744, 127.09735369956341 37.53710039972846, 127.09653719117519 37.537678708456916, 127.09673717530968 37.53784992880818, 127.09676953017107 37.53787762977811, 127.09704716132853 37.53811532736446, 127.09713090531851 37.538187023844294, 127.09793168975827 37.5376012150481, 127.09795770360131 37.537582184100174, 127.0975991860669 37.53728414127761, 127.09753266583714 37.537228840885206))"
555,29,구의3동_29,11050620012001,29,0.8,서울특별시 광진구 구의강변로 102,"POLYGON ((127.0955340171796 37.53976970557772, 127.09540054532899 37.53957845947732, 127.09538660192568 37.53955796356421, 127.09537919391919 37.53954173364182, 127.09537190692816 37.53952384562346, 127.09536602293834 37.53949644228544, 127.0953252001561 37.5394609395639, 127.09527578904155 37.539417968493304, 127.09525029478539 37.53919824258427, 127.09524724865828 37.53917773803246, 127.09523186673718 37.53914675621689, 127.0949734875926 37.539165535167385, 127.09403941527536 37.53923341938114, 127.09406939169942 37.539371966024135, 127.09413543037189 37.5396771961264, 127.09505499714953 37.539600223538585, 127.09529460809918 37.5395801659971, 127.09533338204803 37.539914348141664, 127.09534464842504 37.540010466655694, 127.09537229239785 37.54003043716307, 127.09549993612805 37.54010987820102, 127.09568507749029 37.539889752443784, 127.0955340171796 37.53976970557772))"
556,30,구의3동_30,11050620020202,27,0.8,서울특별시 광진구 구의강변로 42,"POLYGON ((127.0930481687354 37.53512725737785, 127.09316796974305 37.53503031656321, 127.09328878451285 37.53493255707992, 127.09274314208585 37.53447010202724, 127.09268955637889 37.53439247095403, 127.0921168831858 37.53447920218309, 127.09214816724919 37.534579905104295, 127.09218637699234 37.534702900819575, 127.09224785152396 37.53484788339309, 127.09227961524641 37.534908567750925, 127.0923114358565 37.53501494921115, 127.09236548503483 37.53509061889575, 127.09243070094344 37.53519423666205, 127.09245591270145 37.53524449220937, 127.09253505175376 37.53532341125412, 127.09255016092084 37.5353423846369, 127.0930481687354 37.53512725737785))"
557,31,구의3동_31,11050620010402,26,0.8,서울특별시 광진구 구의강변로 94,"POLYGON ((127.09516302489656 37.53854755189053, 127.09515785169215 37.53833845676599, 127.09475941127495 37.538359359005895, 127.09476152805678 37.53843840427065, 127.0943187314642 37.53846558125883, 127.094325230209 37.5386493673205, 127.09403693150853 37.53869419332874, 127.09391688353035 37.5387128577524, 127.0939547887918 37.53886411016681, 127.09398161572216 37.538971156253666, 127.09398934815071 37.53900201820083, 127.09403941527536 37.53923341938114, 127.0949734875926 37.539165535167385, 127.09523186673718 37.53914675621689, 127.09518578092424 37.53907353353274, 127.0951786460287 37.53902376779497, 127.09517246127544 37.53887363135004, 127.09516781745927 37.53876090281513, 127.09516302489656 37.53854755189053))"
558,32,구의3동_32,11050620020401,25,0.7,서울특별시 광진구 강변역로4길 56,"POLYGON ((127.09247627651112 37.53295991918028, 127.09204634022916 37.53279065103402, 127.09192812762123 37.533030620647075, 127.09202730424401 37.53309581494958, 127.09201124318328 37.53389141758502, 127.09211688319785 37.534479202188415, 127.09268955640057 37.53439247097281, 127.09267261011873 37.534367920880634, 127.09260207070368 37.534249252067966, 127.09244405047019 37.53389012415917, 127.09239028686653 37.53376794191686, 127.09245149676232 37.53302260229583, 127.09247627651112 37.53295991918028))"
559,33,구의3동_33,11050620010201,24,0.7,서울특별시 광진구 구의강변로 106,"POLYGON ((127.09504579665254 37.540151319007556, 127.09534464839456 37.540010466642606, 127.09533338204635 37.53991434812976, 127.0952946080872 37.53958016597296, 127.09505499713582 37.539600223526875, 127.09413543037604 37.53967719611287, 127.09414844869445 37.539737364820745, 127.09420760605131 37.54005048511969, 127.09423704803268 37.54020629801026, 127.0942640657129 37.54022253049974, 127.09455924068097 37.540397279528726, 127.09460873510604 37.540426577629006, 127.0947059522236 37.54048419151927, 127.09504579665254 37.540151319007556))"
560,34,구의3동_34,11050620010507,24,0.7,서울특별시 광진구 광나루로56길 32,"POLYGON ((127.09640750839951 37.53810710118463, 127.09589700312958 37.53768057915141, 127.09621981252975 37.537406448290994, 127.09599547051775 37.537213935694204, 127.0957269930076 37.53698354899583, 127.09557081841794 37.5370886828204, 127.09543633481084 37.53717921305678, 127.09536453633021 37.53723570016455, 127.09517077567035 37.53713629354373, 127.09492864721925 37.53741833462197, 127.09491465234301 37.53741080356437, 127.09486147434365 37.53747438389972, 127.09488162009129 37.53748776600404, 127.09479975563072 37.53757527173247, 127.09472035698947 37.53766014125667, 127.0948628508757 37.537661401780326, 127.09498335435643 37.53772830447814, 127.09506569272224 37.5377746136378, 127.095104766391 37.53779699937195, 127.09513150382494 37.53781552917041, 127.09515348948554 37.537835324369084, 127.0951684566267 37.53785126028124, 127.09517877281232 37.53786719104427, 127.09519331168116 37.53789429955175, 127.09535868714786 37.53776452769064, 127.09612376543475 37.53832844670748, 127.09640750839951 37.53810710118463))"
561,35,구의3동_35,11050620010502,22,0.6,서울특별시 광진구 광나루로56길 32,"POLYGON ((127.09696487233693 37.539240383718834, 127.09631077824041 37.53869077918283, 127.09623007713833 37.53875384149099, 127.09601079832878 37.53892519442549, 127.09594540833174 37.538976293852656, 127.09659861192131 37.53951866216805, 127.09723532243612 37.540047324974196, 127.09726210225686 37.54007148335945, 127.0976241315556 37.53979450354484, 127.09760979559053 37.53978226929578, 127.09696487233693 37.539240383718834))"
562,36,구의3동_36,11050620010401,19,0.5,서울특별시 광진구 구의강변로 94,"POLYGON ((127.0947615280532 37.53843840426987, 127.09475941127263 37.538359358994555, 127.09515785169926 37.538338456755824, 127.09515144138363 37.53807931505461, 127.09515469228305 37.538063815682975, 127.09517399416825 37.538024789186345, 127.09519606668037 37.53798016124892, 127.0952022581958 37.537963840005226, 127.09520405494375 37.537953296705204, 127.09520471053081 37.53794383562619, 127.0952027562065 37.537928249906926, 127.09519331167816 37.53789429954244, 127.09517877278238 37.537867191024965, 127.0951684566254 37.53785126026396, 127.09515348947093 37.53783532437338, 127.09513150382517 37.537815529152624, 127.09510476637286 37.53779699936215, 127.09506569270286 37.53777461363169, 127.09498335435943 37.537728304467905, 127.0948628508515 37.53766140175521, 127.0947203569793 37.53766014124788, 127.09471892744726 37.53766012822958, 127.09467865547836 37.53766593534827, 127.09449530009363 37.53774548410664, 127.09439524009652 37.537787099448735, 127.09436008179934 37.53780172214861, 127.09422685866643 37.537855699081206, 127.09424803449893 37.53789413531394, 127.09431491807565 37.538015536058396, 127.09432704110085 37.53818348120679, 127.0943128834708 37.53830019769485, 127.09431873144919 37.53846558126032, 127.0947615280532 37.53843840426987))"
563,37,구의3동_37,11050620020201,19,0.5,서울특별시 광진구 구의강변로 42,"POLYGON ((127.09317335246857 37.53523083800239, 127.09304816873063 37.535127257391316, 127.09255016092949 37.53534238463341, 127.09257224012968 37.535370109000894, 127.09262633057857 37.53547032980276, 127.09268038201807 37.53554736852656, 127.09272155772335 37.53559644058978, 127.09274119185325 37.53561881504468, 127.09276427821487 37.53564535305995, 127.09279703829273 37.535683012881705, 127.09300454986695 37.53587451181595, 127.0930937195196 37.5359501525655, 127.09314174430263 37.53600263448845, 127.0931666227666 37.53602853682138, 127.09326215686944 37.53612948056318, 127.09332014124763 37.53619074980926, 127.09335278525111 37.536275309295235, 127.09338027381814 37.536335645115805, 127.09346991535807 37.53653240230154, 127.09359032722725 37.53638328822401, 127.09385784642625 37.53584186765016, 127.09372412145193 37.535728758987595, 127.09321623812319 37.535299168786025, 127.09317881939674 37.53526751858089, 127.09317335246857 37.53523083800239))"
564,38,구의3동_38,11050620010017,18,0.5,서울특별시 광진구 구의로16길 58-1,"POLYGON ((127.09301458627534 37.54187650129407, 127.09298205282629 37.54185577702136, 127.09296039375815 37.54188178753421, 127.0925223430822 37.54224961300261, 127.09248731088792 37.542278262457785, 127.09241230248195 37.542339603914016, 127.09241518322413 37.54235668011784, 127.09244722193513 37.5425573059505, 127.09247675632488 37.54274514014142, 127.09247741886759 37.542749447296494, 127.09251667480562 37.543004685833786, 127.09257202317362 37.54329575281183, 127.09258970746232 37.54332357912654, 127.09265995780287 37.54325245587938, 127.09287842060174 37.54303653546141, 127.09299092097574 37.54292727442804, 127.09319186353412 37.54273025483607, 127.09333852030312 37.542586460374324, 127.09342140406184 37.542505194855536, 127.09365083259387 37.54228320224784, 127.09365165567142 37.54228234427829, 127.09364414866263 37.542277700819895, 127.0935902024632 37.5422546595098, 127.09343214877583 37.542151457510094, 127.09324714145478 37.542028777892746, 127.09324612302835 37.54202808484917, 127.09315041833105 37.541963008161275, 127.09301458627534 37.54187650129407))"
565,39,구의3동_39,11050620010601,17,0.5,서울특별시 광진구 광나루로56길 29,"POLYGON ((127.09699638184794 37.53679943967923, 127.09670944245973 37.53655775227415, 127.09653316052554 37.5367072798746, 127.09650321713967 37.53674555004698, 127.09647225177072 37.536766361110686, 127.09619760946423 37.536965990074734, 127.09624006939197 37.53700753627416, 127.09616796975783 37.53706837458281, 127.09599547051775 37.537213935694204, 127.09621981252975 37.537406448290994, 127.09649241452314 37.53764037134693, 127.09653719117519 37.537678708456916, 127.09735369956341 37.53710039972846, 127.0970291061037 37.53682700214063, 127.09699638184794 37.53679943967923))"
566,40,구의3동_40,11050620010506,16,0.5,서울특별시 광진구 광나루로56길 32,"POLYGON ((127.09601079832878 37.53892519442549, 127.09576969688464 37.53873510827563, 127.09523186673718 37.53914675621689, 127.09524724865828 37.53917773803246, 127.09525029478539 37.53919824258427, 127.09527578904155 37.539417968493304, 127.0953252001561 37.5394609395639, 127.09536602293834 37.53949644228544, 127.09537190692816 37.53952384562346, 127.09537919391919 37.53954173364182, 127.09538660192568 37.53955796356421, 127.09540054532899 37.53957845947732, 127.0955340171796 37.53976970557772, 127.09568507749029 37.539889752443784, 127.095881879843 37.54004615044715, 127.0962834578718 37.53974913777997, 127.09564624460273 37.5392100691685, 127.09594540833174 37.538976293852656, 127.09601079832878 37.53892519442549))"
567,41,구의3동_41,11050620010606,16,0.5,서울특별시 광진구 광나루로56길 29,"POLYGON ((127.09795770360131 37.537582184100174, 127.09901774167407 37.53680669647723, 127.09868548948907 37.53651535215049, 127.0986857712632 37.53651515209931, 127.09854173474463 37.53638884684187, 127.09845767758256 37.53631846175118, 127.09845739242138 37.536318665400614, 127.09813998903144 37.53605288557447, 127.09751550451261 37.53648805948293, 127.0970291061037 37.53682700214063, 127.09735369956341 37.53710039972846, 127.09736691050276 37.537091042715744, 127.09753266583714 37.537228840885206, 127.0975991860669 37.53728414127761, 127.09795770360131 37.537582184100174))"
568,42,구의3동_42,11050620010504,15,0.4,서울특별시 광진구 광나루로56길 32,"POLYGON ((127.09523186673718 37.53914675621689, 127.09576969688464 37.53873510827563, 127.09601079832878 37.53892519442549, 127.09623007713833 37.53875384149099, 127.09590899065539 37.53849598951842, 127.09612376543475 37.53832844670748, 127.09535868714786 37.53776452769064, 127.09519331168116 37.53789429955175, 127.09520275622302 37.537928249920675, 127.09520471054147 37.5379438356506, 127.09520405497555 37.53795329673018, 127.0952022582075 37.53796384001853, 127.09519606669406 37.53798016125238, 127.09517399418753 37.53802478921107, 127.09515469230551 37.53806381568218, 127.09515144140128 37.5380793150746, 127.09515785169215 37.53833845676599, 127.09516302489656 37.53854755189053, 127.09516781745927 37.53876090281513, 127.09517246127544 37.53887363135004, 127.0951786460287 37.53902376779497, 127.09518578092424 37.53907353353274, 127.09523186673718 37.53914675621689))"
569,43,구의3동_43,11050620010505,14,0.4,서울특별시 광진구 광나루로56길 32,"POLYGON ((127.09776780642207 37.53919381277728, 127.09761815033396 37.539065074371464, 127.09751308732349 37.53897271863353, 127.09736490609906 37.53907044763872, 127.09665823350959 37.53843978357125, 127.09664597375208 37.53842884249572, 127.09631077824041 37.53869077918283, 127.09696487233693 37.539240383718834, 127.09760979559053 37.53978226929578, 127.0976241315556 37.53979450354484, 127.0977548944758 37.5396944570064, 127.0979257986527 37.539563701704374, 127.09801101010372 37.539498506595436, 127.09803454015574 37.53948050279345, 127.09806976580656 37.539453552306554, 127.09789947341693 37.53930628337491, 127.09781785962554 37.539235704274354, 127.09776780642207 37.53919381277728))"
570,44,구의3동_44,11050620010301,13,0.4,서울특별시 광진구 구의강변로 84,"POLYGON ((127.09413007421219 37.53734952332227, 127.093798826897 37.53713558977263, 127.09365356854066 37.53727747710135, 127.09357875460626 37.53715747641149, 127.09351202188931 37.53722821942839, 127.09329552352152 37.53745773507171, 127.09332580429582 37.53750629351495, 127.09341478569293 37.53764766195218, 127.09358911008128 37.53792461746419, 127.09368279691573 37.53807345161829, 127.0937811301936 37.53803437998311, 127.09402203507135 37.537938685907534, 127.09405697475309 37.53792452945527, 127.09422685867386 37.53785569907981, 127.09436008181012 37.53780172214875, 127.094395240087 37.53778709944677, 127.09437076047583 37.53775488028175, 127.0943262451448 37.5376962880008, 127.09429098707542 37.537649734456856, 127.09423961137281 37.53757400457264, 127.0943274648557 37.53748534624903, 127.09413007421219 37.53734952332227))"
571,45,구의3동_45,11050620010602,12,0.3,서울특별시 광진구 광나루로56길 29,"POLYGON ((127.09852690750964 37.538051779692495, 127.0981993347989 37.537764809812316, 127.09816473512194 37.537791482145124, 127.09793168975827 37.5376012150481, 127.09713090531851 37.538187023844294, 127.0973776245592 37.53839825416776, 127.09744821681095 37.538458690939805, 127.09771290082682 37.53869111497078, 127.09855969903805 37.538080507399854, 127.09852690750964 37.538051779692495))"
572,46,구의3동_46,11050620010501,11,0.3,서울특별시 광진구 광나루로56길 32,"POLYGON ((127.09659861192131 37.53951866216805, 127.09594540833174 37.538976293852656, 127.09564624460273 37.5392100691685, 127.0962834578718 37.53974913777997, 127.095881879843 37.54004615044715, 127.09594131436519 37.540084437874164, 127.0961307146027 37.54020645320506, 127.09631200405244 37.54035826091517, 127.09630798760998 37.540367552788695, 127.09632902069525 37.54038450253485, 127.096360040917 37.54039285958487, 127.09666854588403 37.540475955014955, 127.09672743085238 37.54048883637624, 127.09678501448961 37.54044321082689, 127.09694708998158 37.54031488664768, 127.09703739917057 37.54024338482796, 127.09704147051796 37.540240280921644, 127.09720181905783 37.540117603799935, 127.09726210225686 37.54007148335945, 127.09723532243612 37.540047324974196, 127.09659861192131 37.53951866216805))"
573,47,구의3동_47,11050620010603,11,0.3,서울특별시 광진구 광나루로56길 29,"POLYGON ((127.09755889264318 37.53556629115039, 127.09748792856662 37.53550686720632, 127.0968434690648 37.53597195399656, 127.09640285239102 37.53628992804068, 127.09648821195304 37.536360441618804, 127.09670944245973 37.53655775227415, 127.09699638184794 37.53679943967923, 127.0970291061037 37.53682700214063, 127.09751550451261 37.53648805948293, 127.09813998903144 37.53605288557447, 127.09800214390233 37.53593745846087, 127.09755889264318 37.53556629115039))"
574,48,구의3동_48,11050620010607,11,0.3,서울특별시 광진구 광나루로56길 29,"POLYGON ((127.09852690750964 37.538051779692495, 127.09958138601765 37.53730093647256, 127.09935858573915 37.537105571868956, 127.09921631006596 37.5369808156399, 127.09921658057131 37.53698060743462, 127.09905991861605 37.5368432354999, 127.09901801664091 37.536806493685845, 127.09901774167407 37.53680669647723, 127.09795770360131 37.537582184100174, 127.09793168975827 37.5376012150481, 127.09816473512194 37.537791482145124, 127.0981993347989 37.537764809812316, 127.09852690750964 37.538051779692495))"
575,49,구의3동_49,11050620010503,9,0.3,서울특별시 광진구 광나루로56길 34,"POLYGON ((127.09649241452314 37.53764037134693, 127.09621981252975 37.537406448290994, 127.09589700312958 37.53768057915141, 127.09640750839951 37.53810710118463, 127.09612376543475 37.53832844670748, 127.09590899065539 37.53849598951842, 127.09623007713833 37.53875384149099, 127.09631077824041 37.53869077918283, 127.09664597375208 37.53842884249572, 127.09704716132853 37.53811532736446, 127.09676953017107 37.53787762977811, 127.09673717530968 37.53784992880818, 127.09653719117519 37.537678708456916, 127.09649241452314 37.53764037134693))"
576,50,구의3동_50,11050620010508,9,0.3,서울특별시 광진구 광나루로56길 32,"POLYGON ((127.09751308733368 37.53897271862727, 127.09758695867936 37.53891829239093, 127.09764587112852 37.53887109448277, 127.09778809989606 37.538757148385315, 127.09771290080715 37.53869111495195, 127.09744821679462 37.538458690928415, 127.09737762456055 37.53839825417398, 127.09713090532185 37.53818702385184, 127.09704716131981 37.538115327370086, 127.09664597372885 37.538428842493836, 127.09665823350007 37.538439783553066, 127.09736490608229 37.5390704476456, 127.09751308733368 37.53897271862727))"
